semana;data;pais;estado;cidade;novosObitos;Obitos;novosCasos;Casos;obitosMS;casosMS;obitos_por_100k;casos_por_100k;obitos_por_casos;recuperados;suspeitos;testes;testes_por_100k;mes;dia_da_semana;mediaObitos_7;mediaObitos_14;mediaCasos_7;mediaCasos_14;aceleracaoNovosCasos;aceleracaoObitos
29;2020-07-18;Brazil;SP;TOTAL;270;19647;4612;412027;19647;412027;42.78616;897.28992;0.04768;255768.0;299973.0;1158851.0;2523.68249;7;Saturday;277.85714285714283;260.7857142857143;6448.142857142857;7106.928571428572;-755.0;-69.0
30;2020-07-19;Brazil;SP;TOTAL;85;19732;3022;415049;19732;415049;42.97127;903.87107;0.04754;270203.0;299973.0;1158851.0;2523.68249;7;Sunday;269.14285714285717;261.0;6150.285714285715;6776.428571428572;-1590.0;-185.0
30;2020-07-20;Brazil;SP;TOTAL;56;19788;1385;416434;19788;416434;43.09323;906.88725;0.04752;282391.0;299540.0;1158851.0;2523.68249;7;Monday;268.7142857142857;261.0;5975.285714285715;6668.857142857143;-1637.0;-29.0
30;2020-07-21;Brazil;SP;TOTAL;383;20171;6235;422669;20171;422669;43.9273;920.46549;0.04772;290346.0;299512.0;1158851.0;2523.68249;7;Tuesday;263.85714285714283;264.0;5151.714285714285;6425.785714285715;4850.0;327.0
30;2020-07-22;Brazil;SP;TOTAL;361;20532;16777;439446;20532;439446;44.71347;957.00153;0.04672;299647.0;299512.0;1158851.0;2523.68249;7;Wednesday;270.2857142857143;267.42857142857144;6610.0;7005.785714285715;10542.0;-22.0
30;2020-07-23;Brazil;SP;TOTAL;362;20894;12561;452007;20894;452007;45.50181;984.35619;0.04622;302176.0;325593.0;1158851.0;2523.68249;7;Thursday;265.14285714285717;269.7142857142857;7137.0;7306.571428571428;-4216.0;1.0
30;2020-07-24;Brazil;SP;TOTAL;312;21206;11211;463218;21206;463218;46.18127;1008.77089;0.04578;311502.0;329173.0;1158851.0;2523.68249;7;Friday;261.2857142857143;268.85714285714283;7971.857142857143;7436.285714285715;-1350.0;-50.0
30;2020-07-25;Brazil;SP;TOTAL;311;21517;16263;479481;21517;479481;46.85855;1044.18757;0.04488;319848.0;329173.0;1158851.0;2523.68249;7;Saturday;267.14285714285717;272.5;9636.285714285714;8042.214285714285;5052.0;-1.0
31;2020-07-26;Brazil;SP;TOTAL;89;21606;4501;483982;21606;483982;47.05237;1053.9896;0.04464;328109.0;333078.0;1158851.0;2523.68249;7;Sunday;267.7142857142857;268.42857142857144;9847.57142857143;7998.928571428572;-11762.0;-222.0
31;2020-07-27;Brazil;SP;TOTAL;70;21676;3672;487654;21676;487654;47.20481;1061.98628;0.04445;337434.0;333078.0;1158851.0;2523.68249;7;Monday;269.7142857142857;269.2142857142857;10174.285714285714;8074.785714285715;-829.0;-19.0
31;2020-07-28;Brazil;SP;TOTAL;383;22059;12647;500301;21676;487654;48.03889;1089.52823;0.04409;337434.0;334977.0;1158851.0;2523.68249;7;Tuesday;269.7142857142857;266.7857142857143;11090.285714285714;8121.0;8975.0;313.0
31;2020-07-29;Brazil;SP;TOTAL;330;22389;13896;514197;22389;514197;48.75754;1119.79018;0.04354;344501.0;340112.0;1158851.0;2523.68249;7;Wednesday;265.2857142857143;267.7857142857143;10678.714285714286;8644.357142857143;1249.0;-53.0
31;2020-07-30;Brazil;SP;TOTAL;321;22710;14809;529006;22710;529006;49.4566;1152.04041;0.04293;349287.0;340112.0;1788225.0;3894.29886;7;Thursday;259.42857142857144;262.2857142857143;10999.857142857143;9068.42857142857;913.0;-9.0
31;2020-07-31;Brazil;SP;TOTAL;287;22997;13298;542304;22997;542304;50.08161;1181.00007;0.04241;351610.0;340112.0;1788225.0;3894.29886;7;Friday;255.85714285714286;258.57142857142856;11298.0;9634.92857142857;-1511.0;-34.0
